Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Year
Anthony Mason,30,CHH,PF,73,73,3143,7.5,14.2,.525,0.0,0.1,.333,7.4,14.2,.526,.525,5.5,7.4,.745,3.2,11.1,14.3,7.1,1.3,0.6,2.8,3.5,20.5,121,106,"MVP-9,NBA3",1996-1997
Christian Laettner,27,ATL,PF,82,82,3140,9.6,19.9,.486,0.5,1.5,.352,9.1,18.3,.497,.500,6.3,7.7,.816,3.7,8.9,12.7,3.9,1.8,1.1,3.8,4.9,26.2,112,101,AS,1996-1997
Tim Hardaway,30,MIA,PG,81,81,3136,10.0,24.0,.415,3.5,10.2,.344,6.5,13.8,.469,.489,5.0,6.3,.799,0.8,4.0,4.8,12.1,2.6,0.2,4.0,2.9,28.5,113,102,"MVP-4,AS,NBA1",1996-1997
Tom Gugliotta,27,MIN,PF,81,81,3131,10.0,22.6,.442,0.4,1.6,.258,9.6,21.1,.456,.451,7.8,9.6,.820,3.2,8.7,11.9,5.7,2.2,1.5,5.0,4.0,28.3,103,104,"MVP-17,AS",1996-1997
Doug Christie,26,TOR,SG,81,81,3127,6.7,16.1,.417,2.5,6.5,.384,4.2,9.6,.440,.495,4.0,5.2,.775,1.4,5.9,7.3,5.3,3.4,0.8,3.4,4.2,19.9,108,106,,1996-1997
Mitch Richmond,31,SAC,SG,81,81,3125,12.1,26.6,.454,3.4,8.0,.428,8.7,18.6,.466,.519,7.7,9.0,.861,1.0,4.4,5.4,5.7,2.0,0.4,4.0,3.6,35.3,115,110,"MVP-13,AS,NBA2",1996-1997
Glenn Robinson,24,MIL,SF,80,79,3114,11.5,24.8,.465,1.1,3.1,.350,10.4,21.7,.482,.487,5.0,6.3,.791,2.2,6.4,8.6,4.3,1.8,1.2,4.6,3.9,29.1,102,108,,1996-1997
Michael Jordan,33,CHI,SG,82,82,3106,15.8,32.5,.486,1.9,5.1,.374,13.9,27.4,.507,.516,8.2,9.9,.833,1.9,6.3,8.3,6.0,2.4,0.8,2.9,2.7,41.8,121,102,"MVP-2,DPOY-5,AS,NBA1",1996-1997
Scottie Pippen,31,CHI,SF,82,82,3095,11.2,23.5,.474,2.7,7.3,.368,8.5,16.2,.522,.531,3.5,5.0,.701,2.8,6.4,9.2,8.0,2.7,0.8,3.7,3.7,28.5,115,101,"MVP-11,DPOY-4,AS,NBA2",1996-1997
Joe Smith,21,GSW,PF,80,80,3086,9.9,21.9,.454,0.2,0.8,.261,9.7,21.1,.461,.459,5.2,6.4,.814,4.4,7.1,11.5,2.1,1.3,1.5,3.2,4.1,25.3,105,112,,1996-1997
Kenny Anderson,26,POR,PG,82,81,3081,8.3,19.5,.427,2.3,6.3,.361,6.0,13.2,.458,.485,5.7,7.5,.768,1.6,4.7,6.2,10.0,2.8,0.3,3.3,3.8,24.6,117,104,,1996-1997
Clifford Robinson,30,POR,SF,81,79,3077,7.6,17.9,.426,2.1,6.0,.346,5.5,11.9,.466,.484,3.7,5.3,.696,1.5,4.0,5.5,4.5,1.7,1.1,3.0,4.3,21.0,106,105,,1996-1997
Mookie Blaylock,29,ATL,PG,78,78,3056,9.1,21.0,.432,4.0,10.9,.366,5.1,10.0,.505,.528,2.4,3.1,.753,2.1,5.4,7.5,8.4,3.8,0.4,3.3,2.6,24.5,115,100,DPOY-3,1996-1997
Mark Jackson,31,2TM,PG,82,82,3054,5.0,11.7,.426,1.1,3.1,.371,3.8,8.6,.445,.474,2.9,3.7,.789,1.6,5.2,6.8,16.1,1.7,0.2,4.7,2.8,14.0,111,111,,1996-1997
Mark Jackson,31,DEN,PG,52,52,2001,5.0,11.7,.425,1.2,3.1,.397,3.7,8.6,.435,.478,2.8,3.5,.801,1.8,5.2,7.0,16.6,1.3,0.2,4.5,2.7,14.0,114,113,,1996-1997
Mark Jackson,31,IND,PG,30,30,1053,5.0,11.6,.427,0.9,2.9,.316,4.0,8.7,.465,.467,3.0,3.9,.766,1.0,5.3,6.4,15.1,2.4,0.2,5.2,2.9,13.9,105,105,,1996-1997
Allen Iverson,21,PHI,PG,76,74,3045,10.3,24.9,.416,2.6,7.5,.341,7.8,17.4,.448,.467,6.3,9.0,.702,1.9,3.3,5.2,9.4,2.6,0.4,5.6,3.9,29.6,104,112,"MVP-17,ROY-1",1996-1997
Lindsey Hunter,26,DET,PG,82,76,3023,7.9,19.6,.404,3.1,8.8,.355,4.8,10.8,.444,.484,3.0,3.8,.778,1.1,3.3,4.4,2.9,2.4,0.5,1.8,3.9,21.9,107,106,,1996-1997
Kerry Kittles,22,NJN,SG,82,57,3012,8.7,20.5,.426,2.7,7.2,.377,6.0,13.3,.453,.493,3.0,3.9,.771,1.8,3.7,5.5,4.3,2.7,0.6,2.2,2.8,23.2,113,110,ROY-5,1996-1997
Karl Malone,33,UTA,PF,82,82,2998,15.4,27.9,.550,0.0,0.2,.000,15.4,27.7,.555,.550,9.3,12.3,.755,3.4,11.0,14.4,6.5,2.0,0.9,4.1,3.9,40.0,118,101,"MVP-1,AS,NBA1",1996-1997
Eddie Jones,25,LAL,SG,80,80,2998,8.3,19.0,.438,2.7,6.8,.391,5.6,12.2,.464,.508,4.8,5.9,.819,1.6,4.1,5.7,4.7,3.3,0.9,3.0,4.0,24.1,113,103,AS,1996-1997
Rod Strickland,30,WSB,PG,82,81,2997,8.9,19.2,.466,0.2,1.3,.169,8.7,17.8,.488,.472,6.4,8.6,.738,1.6,4.2,5.8,12.6,2.5,0.2,4.7,2.9,24.5,110,106,,1996-1997
Kevin Garnett,20,MIN,SF,77,77,2995,9.7,19.4,.499,0.1,0.4,.286,9.6,19.1,.503,.502,3.6,4.8,.754,3.4,7.6,10.9,4.2,1.9,2.9,3.1,3.5,23.1,107,105,AS,1996-1997
David Wesley,26,BOS,PG,74,73,2991,7.6,16.3,.468,1.7,4.8,.360,5.9,11.5,.513,.521,3.8,4.8,.781,1.1,3.3,4.4,9.0,2.7,0.2,3.5,3.7,20.8,112,112,,1996-1997
Dikembe Mutombo,30,ATL,C,80,80,2973,7.1,13.4,.527,0.0,0.0,,7.1,13.4,.527,.527,5.7,8.1,.705,5.0,12.3,17.3,2.0,0.9,4.9,3.5,4.6,19.8,113,97,"MVP-13,DPOY-1,AS",1996-1997
Antoine Walker,20,BOS,PF,82,68,2970,9.7,22.9,.425,0.9,2.7,.327,8.8,20.2,.438,.445,3.9,6.2,.631,4.9,7.6,12.5,4.4,1.8,0.9,3.9,4.6,24.2,98,111,ROY-4,1996-1997
Reggie Miller,31,IND,SG,81,81,2966,10.0,22.6,.444,4.2,9.7,.427,5.9,12.9,.456,.536,7.6,8.6,.880,1.0,4.2,5.2,5.0,1.4,0.5,3.0,3.1,31.8,121,108,,1996-1997
Clarence Weatherspoon,26,PHI,SF,82,82,2949,6.8,13.9,.491,0.0,0.1,.167,6.8,13.8,.493,.491,3.5,4.8,.738,3.7,7.9,11.6,2.4,1.3,1.5,2.3,3.2,17.1,111,111,,1996-1997
Dale Ellis,36,DEN,SF,82,51,2940,8.4,20.3,.414,3.4,9.3,.364,5.0,11.0,.457,.498,3.8,4.6,.817,1.7,3.4,5.2,2.9,1.1,0.1,2.6,3.1,24.0,107,115,,1996-1997
Nick Van Exel,25,LAL,PG,79,79,2937,7.7,19.3,.402,3.2,8.4,.378,4.6,10.9,.420,.484,3.0,3.6,.825,0.8,3.3,4.1,12.1,1.3,0.2,3.8,2.0,21.6,111,109,,1996-1997
Joe Dumars,33,DET,SG,79,79,2923,7.5,17.0,.440,3.2,7.5,.432,4.3,9.5,.446,.535,4.3,5.0,.867,0.7,3.0,3.7,6.2,1.1,0.0,2.5,1.9,22.5,119,110,"DPOY-6,AS",1996-1997
John Stockton,34,UTA,PG,82,82,2896,7.7,14.0,.548,1.4,3.3,.422,6.3,10.7,.587,.598,5.1,6.0,.846,0.8,3.4,4.2,15.8,3.1,0.3,4.6,3.6,21.8,125,105,"MVP-15,AS,NBA3",1996-1997
Olden Polynice,32,SAC,C,82,82,2893,8.1,17.6,.457,0.0,0.1,.000,8.1,17.5,.460,.457,2.6,4.6,.562,5.0,9.1,14.1,3.2,0.8,1.5,3.0,5.4,18.7,100,108,,1996-1997
Patrick Ewing,34,NYK,C,78,78,2887,12.0,24.6,.488,0.0,0.2,.222,12.0,24.5,.490,.489,8.1,10.7,.754,3.2,12.1,15.3,2.9,1.3,3.5,4.9,4.6,32.2,104,96,"MVP-8,AS,NBA2",1996-1997
Charles Oakley,33,NYK,PF,80,80,2873,6.3,12.8,.488,0.1,0.4,.263,6.2,12.5,.495,.492,3.3,4.1,.808,4.5,9.9,14.4,4.1,2.0,0.4,3.2,5.6,15.9,109,99,,1996-1997
Terrell Brandon,26,CLE,PG,78,78,2868,11.6,26.5,.438,2.0,5.5,.373,9.6,21.0,.455,.476,5.4,6.0,.902,1.0,5.1,6.1,9.9,2.8,0.6,3.6,3.6,30.7,111,102,AS,1996-1997
Hakeem Olajuwon,34,HOU,C,78,78,2852,13.4,26.2,.510,0.1,0.3,.313,13.3,25.9,.512,.512,6.4,8.2,.787,3.2,10.0,13.2,4.3,2.1,3.2,5.2,4.6,33.2,105,99,"MVP-7,AS,NBA1",1996-1997
Vlade Divac,28,CHH,C,81,80,2840,8.0,16.2,.494,0.2,0.9,.234,7.8,15.3,.509,.500,3.4,4.9,.683,4.6,9.2,13.8,5.7,2.0,3.4,3.7,5.3,19.5,108,104,,1996-1997
Loy Vaught,28,LAC,PF,82,82,2838,10.0,20.1,.500,0.0,0.2,.167,10.0,19.9,.504,.501,2.5,3.5,.702,4.1,11.0,15.1,2.0,1.6,0.5,2.5,4.5,22.6,107,105,,1996-1997
Jim Jackson,26,2TM,SG,77,77,2831,8.3,19.3,.431,1.6,4.6,.348,6.7,14.7,.458,.473,4.7,5.8,.813,2.5,5.2,7.7,5.9,1.6,0.6,3.9,3.6,23.0,106,111,,1996-1997
Jim Jackson,26,DAL,SG,46,46,1676,8.4,18.9,.442,1.5,4.5,.331,6.9,14.4,.477,.481,4.8,6.0,.787,2.6,4.7,7.3,5.0,1.8,0.5,3.4,3.6,23.0,106,110,,1996-1997
Jim Jackson,26,NJN,SF,31,31,1155,8.3,19.8,.417,1.8,4.9,.370,6.5,15.0,.432,.463,4.7,5.5,.852,2.3,6.0,8.3,7.2,1.3,0.8,4.5,3.6,23.0,105,111,,1996-1997
Steve Smith,27,ATL,SG,72,72,2818,9.6,22.5,.429,2.6,7.6,.335,7.1,14.9,.477,.486,6.5,7.7,.847,1.8,2.9,4.7,6.0,1.2,0.5,3.5,3.4,28.4,114,108,MVP-17,1996-1997
Chris Webber,23,WSB,PF,72,72,2806,11.2,21.6,.518,1.1,2.8,.397,10.1,18.8,.535,.543,3.3,5.8,.565,4.4,9.4,13.8,6.1,2.3,2.5,4.3,4.8,26.8,108,101,AS,1996-1997
Shareef Abdur-Rahim,20,VAN,PF,80,71,2802,10.7,23.5,.453,0.1,0.5,.259,10.5,23.0,.457,.456,7.5,10.1,.746,4.2,6.6,10.7,3.4,1.5,1.5,4.4,3.9,28.9,102,112,ROY-3,1996-1997
Michael Finley,23,2TM,SF,83,54,2790,9.1,20.4,.444,1.9,5.3,.361,7.1,15.1,.473,.491,3.8,4.7,.808,1.7,5.4,7.1,4.3,1.3,0.5,3.1,2.6,23.8,105,111,,1996-1997
Michael Finley,23,PHO,SF,27,18,796,9.1,19.2,.475,0.9,3.6,.255,8.2,15.7,.525,.498,3.6,4.5,.812,2.2,5.6,7.8,4.4,1.2,0.3,2.8,2.7,22.8,107,111,,1996-1997
Michael Finley,23,DAL,SF,56,36,1994,9.0,20.9,.432,2.4,6.1,.387,6.7,14.8,.450,.488,3.8,4.8,.807,1.5,5.4,6.8,4.2,1.4,0.5,3.2,2.6,24.3,104,110,,1996-1997
Bryant Reeves,23,VAN,C,75,75,2777,9.7,20.0,.486,0.0,0.2,.091,9.7,19.8,.490,.486,4.2,6.0,.704,3.4,8.5,11.9,3.1,0.6,1.3,3.4,5.3,23.7,102,112,,1996-1997
Hersey Hawkins,30,SEA,SG,82,82,2755,7.1,15.3,.464,2.8,6.8,.403,4.4,8.5,.514,.554,5.0,5.7,.875,1.8,4.4,6.2,4.8,3.1,0.2,2.5,2.8,22.0,123,104,,1996-1997
Shawn Kemp,27,SEA,PF,81,75,2750,10.2,19.9,.510,0.2,0.6,.364,9.9,19.3,.515,.516,8.7,11.8,.742,5.3,10.3,15.6,3.0,2.4,1.6,5.4,6.2,29.3,109,99,"DPOY-6,AS",1996-1997
Chris Mullin,33,GSW,SF,79,63,2733,8.4,15.1,.553,1.6,3.9,.411,6.8,11.3,.602,.605,3.5,4.1,.864,1.4,4.6,6.1,6.2,2.5,0.6,3.7,3.0,21.8,118,112,,1996-1997
Mario Elie,33,HOU,SF,78,77,2687,5.7,11.4,.497,2.3,5.6,.420,3.3,5.8,.572,.600,4.0,4.5,.896,1.2,3.4,4.6,6.0,1.8,0.2,2.6,3.9,17.7,125,107,DPOY-6,1996-1997
Allan Houston,25,NYK,SG,81,81,2681,8.6,20.4,.423,2.9,7.6,.385,5.7,12.8,.446,.495,3.5,4.3,.803,0.9,3.9,4.7,3.5,0.8,0.4,3.3,4.6,23.7,103,105,,1996-1997
Otis Thorpe,34,DET,C,79,79,2661,8.9,16.8,.532,0.0,0.0,.000,8.9,16.8,.534,.532,4.2,6.5,.653,4.8,8.5,13.3,2.8,1.3,0.4,3.1,6.4,22.1,112,105,,1996-1997
Kevin Johnson,30,PHO,PG,70,70,2658,8.5,17.2,.496,1.7,3.9,.441,6.8,13.3,.512,.546,8.5,10.0,.852,1.0,3.9,4.9,12.7,2.0,0.2,4.2,2.7,27.3,124,111,MVP-17,1996-1997
Rick Fox,27,BOS,SF,76,75,2650,8.2,18.0,.456,1.9,5.3,.363,6.3,12.7,.494,.509,3.9,5.0,.787,2.2,5.3,7.5,5.4,3.2,0.8,3.4,5.3,22.2,108,109,DPOY-6,1996-1997
Walt Williams,26,TOR,SF,73,73,2647,8.4,19.7,.427,3.5,8.7,.400,4.9,10.9,.448,.516,3.7,4.9,.765,2.1,5.3,7.3,3.9,1.9,1.2,3.5,5.6,24.0,108,109,,1996-1997
Danny Ferry,30,CLE,PF,82,48,2633,7.5,17.5,.429,2.5,6.2,.401,5.0,11.2,.445,.501,1.6,1.9,.851,1.8,5.6,7.4,3.3,1.2,0.7,2.1,5.4,19.1,106,105,,1996-1997
Rony Seikaly,31,ORL,C,74,68,2615,9.6,18.8,.507,0.0,0.1,.000,9.6,18.8,.509,.507,7.4,10.4,.714,5.7,8.9,14.6,1.9,1.0,2.2,4.5,5.7,26.5,107,105,,1996-1997
Larry Johnson,27,NYK,SF,76,76,2613,7.6,14.9,.512,0.7,2.1,.324,6.9,12.8,.543,.535,3.9,5.6,.693,3.3,4.6,8.0,3.5,1.3,0.7,2.8,5.1,19.8,113,104,,1996-1997
Ervin Johnson,29,DEN,C,82,82,2599,4.9,9.3,.520,0.0,0.0,.000,4.9,9.3,.523,.520,1.9,3.1,.615,4.6,13.6,18.2,1.4,1.3,4.5,2.4,5.8,11.6,106,103,,1996-1997
Jeff Hornacek,33,UTA,SG,82,82,2592,8.5,17.6,.482,1.5,4.0,.369,7.0,13.6,.516,.525,6.0,6.7,.899,1.2,3.7,5.0,7.4,2.6,0.5,2.8,3.9,24.5,121,106,,1996-1997
P.J. Brown,27,MIA,PF,80,71,2592,6.3,13.8,.457,0.0,0.0,.000,6.3,13.7,.459,.457,3.4,4.6,.732,5.0,9.0,14.1,1.9,1.8,2.1,2.4,5.9,16.0,107,98,,1996-1997
Dale Davis,27,IND,PF,80,76,2589,7.7,14.3,.538,0.0,0.0,,7.7,14.3,.538,.538,1.9,4.5,.428,6.3,9.8,16.1,1.2,1.2,1.6,2.2,4.9,17.3,109,103,,1996-1997
Tyrone Hill,28,CLE,C,74,70,2582,8.0,13.3,.600,0.0,0.0,.000,8.0,13.3,.601,.600,5.4,8.5,.633,5.8,10.7,16.5,2.1,1.4,0.7,3.3,6.0,21.4,117,101,,1996-1997
Antonio McDyess,22,DEN,PF,74,73,2565,10.9,23.4,.463,0.1,0.7,.171,10.7,22.7,.472,.466,5.5,7.8,.708,3.1,7.7,10.9,2.1,1.3,2.6,4.0,5.6,27.4,98,109,,1996-1997
Isaiah Rider,25,POR,SG,76,68,2563,9.4,20.2,.464,2.0,5.3,.385,7.4,15.0,.492,.514,4.4,5.4,.812,1.9,4.3,6.3,4.1,0.9,0.4,4.4,4.1,25.2,106,108,,1996-1997
Ray Allen,21,MIL,SG,82,81,2532,8.3,19.2,.430,2.5,6.3,.393,5.8,12.9,.448,.494,4.3,5.3,.823,2.1,4.8,6.9,4.4,1.6,0.2,3.2,4.6,23.3,109,110,,1996-1997
Michael Smith,24,SAC,PF,81,52,2526,4.2,7.8,.539,0.0,0.0,,4.2,7.8,.539,.539,2.7,5.4,.496,5.4,10.7,16.1,4.0,1.7,1.3,2.7,5.2,11.1,109,105,,1996-1997
Bryon Russell,26,UTA,SF,81,81,2525,6.3,13.1,.479,2.3,5.6,.409,4.0,7.5,.531,.566,3.6,5.2,.701,1.7,5.3,7.0,2.6,2.7,0.6,2.0,5.0,18.4,116,104,,1996-1997
Elden Campbell,28,LAL,PF,77,77,2516,9.3,19.7,.469,0.0,0.1,.250,9.2,19.6,.470,.470,5.5,7.7,.711,4.3,8.5,12.9,2.6,1.0,2.4,2.7,5.8,24.0,108,103,,1996-1997
Horace Grant,31,ORL,PF,67,67,2496,7.8,15.1,.515,0.0,0.1,.167,7.8,15.0,.518,.516,2.8,3.9,.715,4.5,8.6,13.1,3.5,2.2,1.4,2.2,3.4,18.4,115,103,DPOY-6,1996-1997
A.C. Green,33,2TM,PF,83,73,2492,5.0,10.4,.483,0.0,0.4,.050,5.0,9.9,.502,.485,2.7,4.2,.650,4.8,9.3,14.0,1.5,1.5,0.3,1.6,3.1,12.8,111,107,,1996-1997
A.C. Green,33,PHO,PF,27,19,548,5.7,12.0,.477,0.0,0.3,.000,5.7,11.7,.488,.477,2.9,4.5,.646,3.1,9.9,13.0,1.6,1.7,0.1,1.9,3.2,14.4,104,107,,1996-1997
A.C. Green,33,DAL,PF,56,54,1944,4.8,9.9,.486,0.0,0.5,.059,4.8,9.4,.507,.487,2.7,4.1,.651,5.2,9.1,14.4,1.4,1.4,0.4,1.5,3.1,12.3,114,107,,1996-1997
Rodney Rogers,25,LAC,SF,81,62,2480,8.6,18.7,.462,1.4,3.8,.361,7.3,14.9,.487,.498,4.0,6.1,.663,2.9,5.8,8.7,4.7,1.9,1.3,4.7,5.8,22.7,100,108,,1996-1997
Avery Johnson,31,SAS,PG,76,76,2472,7.3,15.2,.477,0.1,0.6,.231,7.1,14.7,.487,.482,3.1,4.5,.690,0.7,2.6,3.3,11.4,2.1,0.3,3.2,3.5,17.8,110,115,,1996-1997
Malik Sealy,26,LAC,SG,80,79,2456,8.0,20.2,.396,1.7,4.8,.356,6.3,15.4,.408,.438,5.4,6.2,.876,1.3,3.8,5.1,3.5,2.7,1.0,3.3,4.0,23.1,102,108,,1996-1997
Eric Williams,24,BOS,SG,72,67,2435,7.7,16.9,.456,0.0,0.2,.250,7.7,16.7,.458,.457,6.8,9.0,.752,2.6,4.2,6.8,2.7,1.5,0.3,2.9,4.4,22.2,107,114,,1996-1997
Popeye Jones,26,TOR,PF,79,61,2421,5.6,11.8,.480,0.0,0.3,.077,5.6,11.5,.490,.481,2.2,2.6,.818,5.9,9.0,14.9,1.8,1.3,0.9,2.5,5.9,13.5,108,108,,1996-1997
Calbert Cheaney,25,WSB,SG,79,79,2411,8.0,15.7,.505,0.1,0.6,.133,7.9,15.1,.521,.508,2.0,3.0,.693,1.5,4.3,5.8,2.5,1.7,0.4,2.0,4.9,18.0,105,108,,1996-1997
Matt Maloney,25,HOU,PG,82,82,2386,6.0,13.5,.441,3.4,8.4,.404,2.6,5.1,.500,.566,1.6,2.0,.763,0.4,3.1,3.5,6.7,1.8,0.0,2.7,2.7,16.8,113,108,,1996-1997
Bobby Phills,27,CLE,SG,69,65,2375,8.0,18.7,.428,2.1,5.3,.394,5.9,13.4,.442,.484,3.0,4.2,.718,1.5,4.4,6.0,5.7,2.8,0.5,3.3,4.2,21.1,103,102,,1996-1997
Antonio Davis,28,IND,PF,82,28,2335,7.1,14.8,.480,0.0,0.3,.071,7.1,14.5,.490,.481,5.6,8.4,.666,4.4,9.4,13.8,1.5,1.0,1.9,3.3,6.0,19.8,105,103,,1996-1997
Wesley Person,25,PHO,SG,80,42,2326,9.1,20.0,.453,3.8,9.2,.413,5.3,10.8,.487,.548,2.0,2.5,.798,1.5,5.0,6.5,2.7,1.9,0.4,1.7,2.3,23.9,112,110,,1996-1997
Stephon Marbury,19,MIN,PG,67,64,2324,8.1,19.8,.408,2.3,6.6,.354,5.8,13.3,.434,.466,5.6,7.7,.727,1.2,3.0,4.2,11.9,1.5,0.4,4.8,3.6,24.1,105,111,ROY-2,1996-1997
Alonzo Mourning,26,MIA,C,66,65,2320,11.1,20.7,.534,0.0,0.2,.111,11.1,20.5,.539,.535,8.5,13.2,.642,4.4,10.9,15.4,2.4,1.3,4.4,5.3,6.4,30.7,106,95,"MVP-12,AS",1996-1997
Sherman Douglas,30,MIL,PG,79,79,2316,7.1,14.1,.502,0.9,2.6,.333,6.2,11.5,.540,.533,2.6,4.0,.667,1.3,3.1,4.5,9.9,1.8,0.2,3.5,4.4,17.7,111,111,,1996-1997
Tyrone Corbin,34,ATL,SF,70,65,2305,6.1,14.4,.422,1.8,5.0,.356,4.3,9.4,.457,.483,2.1,2.6,.796,1.8,5.2,7.1,3.0,2.2,0.2,2.0,4.2,16.0,107,104,,1996-1997
Anthony Peeler,27,VAN,SG,72,57,2291,9.5,23.9,.398,3.0,8.1,.373,6.5,15.8,.410,.461,2.6,3.2,.820,1.3,4.6,5.9,6.1,2.5,0.4,3.7,4.0,24.7,97,112,,1996-1997
Shawn Bradley,24,2TM,C,73,70,2288,9.4,20.9,.449,0.0,0.2,.000,9.4,20.7,.453,.449,3.4,5.3,.654,5.1,9.0,14.1,1.2,0.9,5.7,3.1,5.5,22.2,98,105,,1996-1997
Shawn Bradley,24,NJN,C,40,38,1228,8.4,19.3,.436,0.0,0.2,.000,8.4,19.1,.441,.436,3.4,5.2,.664,5.0,8.8,13.8,0.8,1.0,6.8,2.7,5.2,20.3,99,104,,1996-1997
Shawn Bradley,24,DAL,C,33,32,1060,10.5,22.8,.461,0.0,0.2,.000,10.5,22.7,.464,.461,3.5,5.4,.642,5.2,9.3,14.5,1.6,0.9,4.5,3.6,5.8,24.5,97,105,,1996-1997
Todd Day,27,BOS,SG,81,27,2277,8.8,22.0,.398,2.8,7.7,.362,6.0,14.3,.418,.461,5.6,7.3,.773,2.4,4.9,7.3,2.6,2.4,1.1,2.8,4.6,25.9,105,111,,1996-1997
Clyde Drexler,34,HOU,SG,62,62,2271,9.2,20.7,.442,2.7,7.7,.355,6.4,13.0,.493,.508,4.6,6.2,.750,2.7,5.9,8.6,8.2,2.7,0.8,3.6,3.5,25.7,113,103,AS,1996-1997
Bob Sura,23,CLE,SG,82,23,2269,6.5,15.0,.431,1.4,4.2,.323,5.1,10.8,.473,.476,5.0,8.1,.614,1.9,5.9,7.9,10.0,2.3,0.8,4.6,5.6,19.3,103,102,,1996-1997
Vinny Del Negro,30,SAS,SG,72,53,2243,8.9,19.1,.467,1.1,3.4,.314,7.9,15.7,.501,.496,2.7,3.2,.868,1.0,4.2,5.1,5.7,1.4,0.2,2.3,3.2,21.7,111,116,,1996-1997
Anfernee Hardaway,25,ORL,PG,59,59,2221,10.3,23.0,.447,2.1,6.5,.318,8.2,16.5,.499,.493,6.9,8.4,.820,2.0,4.4,6.4,8.1,2.3,0.9,3.5,3.0,29.6,115,107,"AS,NBA3",1996-1997
Derek Harper,35,DAL,PG,75,29,2210,7.3,16.4,.444,1.5,4.3,.341,5.8,12.1,.480,.488,2.3,3.1,.742,0.7,2.6,3.3,7.8,2.2,0.3,3.2,3.5,18.4,104,111,,1996-1997
Gerald Wilkins,33,ORL,SG,80,26,2202,8.0,18.7,.426,1.6,5.0,.325,6.3,13.7,.462,.469,3.4,4.7,.716,1.5,2.8,4.3,4.3,1.3,0.3,3.0,3.6,20.9,101,111,,1996-1997
Bo Outlaw,25,LAC,PF,82,25,2195,6.1,10.0,.609,0.0,0.2,.000,6.1,9.8,.621,.609,2.8,5.6,.504,4.2,6.7,10.9,3.8,2.3,3.4,2.6,5.4,15.0,116,104,6MOY-7,1996-1997
Detlef Schrempf,34,SEA,SF,61,60,2192,8.6,17.6,.492,1.4,3.9,.354,7.2,13.7,.531,.531,6.1,7.7,.801,2.1,7.4,9.6,6.4,1.5,0.4,3.6,3.7,24.8,116,104,AS,1996-1997
Dennis Scott,28,ORL,SF,66,62,2166,7.5,18.8,.398,3.7,9.4,.394,3.8,9.4,.402,.496,2.0,2.5,.792,1.0,4.1,5.1,3.5,1.9,0.5,2.0,3.5,20.6,107,108,,1996-1997
Jamal Mashburn,24,2TM,SF,69,51,2164,7.2,18.6,.385,2.3,6.9,.325,4.9,11.7,.421,.445,4.0,5.7,.702,1.7,5.6,7.4,5.1,2.0,0.3,2.9,4.7,20.6,102,105,,1996-1997
Jamal Mashburn,24,DAL,SF,37,21,975,7.7,20.8,.372,2.3,7.2,.321,5.4,13.5,.400,.428,4.0,6.1,.649,1.5,4.8,6.4,5.1,1.9,0.3,3.2,3.8,21.8,97,110,,1996-1997
Jamal Mashburn,24,MIA,SF,32,30,1189,6.7,16.8,.398,2.2,6.7,.329,4.5,10.1,.443,.463,4.0,5.4,.752,1.9,6.3,8.2,5.1,2.0,0.3,2.6,5.4,19.6,107,101,,1996-1997
Nick Anderson,29,ORL,SG,63,61,2163,7.2,18.2,.397,3.6,10.2,.353,3.6,8.0,.453,.496,1.0,2.4,.404,1.7,6.0,7.6,4.6,3.0,0.8,2.2,4.0,19.0,104,104,,1996-1997
Hot Rod Williams,34,PHO,C,68,66,2137,4.9,10.0,.490,0.0,0.0,.000,4.9,10.0,.493,.490,3.2,4.8,.672,4.3,9.3,13.5,2.4,1.6,2.1,1.6,4.2,13.0,115,106,,1996-1997
Danny Manning,30,PHO,PF,77,17,2134,10.3,19.2,.536,0.2,0.9,.194,10.1,18.3,.552,.540,4.4,6.1,.721,3.3,8.0,11.3,4.2,2.0,1.8,3.9,6.5,25.1,108,106,6MOY-7,1996-1997
Mahmoud Abdul-Rauf,27,SAC,PG,75,51,2131,10.2,22.9,.445,2.3,6.1,.382,7.8,16.8,.468,.496,2.8,3.4,.846,0.4,2.6,3.0,4.7,1.4,0.1,2.9,4.3,25.5,105,112,,1996-1997
Voshon Lenard,23,MIA,SG,73,47,2111,8.1,17.6,.459,4.7,11.4,.414,3.4,6.2,.541,.593,2.2,2.7,.819,1.0,4.6,5.6,4.1,1.3,0.5,2.8,4.3,23.1,116,104,,1996-1997
Derrick Coleman,29,PHI,PF,57,54,2102,8.7,20.0,.435,0.8,2.9,.269,8.0,17.2,.463,.455,6.5,8.7,.745,3.8,10.0,13.7,4.6,1.2,1.8,4.4,3.9,24.7,104,109,,1996-1997
Dell Curry,32,CHH,SG,68,20,2078,10.0,21.8,.459,3.3,7.7,.426,6.7,14.1,.478,.535,3.0,3.7,.803,1.0,4.5,5.5,3.1,1.6,0.4,2.4,3.8,26.3,109,111,6MOY-5,1996-1997
