Player,Age,Team,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P_1,0-3_1,3-10_1,10-16_1,16-3P_1,3P_1,2P_2,3P_2,%FGA,#,%3PA,3P%,Att.,Md.,Awards,Year
T.J. Leaf,23,POR,PF,7,0,35,.500,2.9,1.000,.700,.200,.100,.000,.000,.500,.571,.500,.000,,,.600,,.100,1,,,0,0,,2020-2021
Theo Pinson,25,NYK,SG,17,0,34,.111,25.0,.111,.000,.000,.111,.000,.889,1.000,,,1.000,,.000,.000,,.000,0,.000,,0,0,,2020-2021
Patrick McCaw,25,TOR,SF,5,0,33,1.000,1.3,1.000,1.000,.000,.000,.000,.000,1.000,1.000,,,,,.000,,.000,0,,,0,0,,2020-2021
Elijah Bryant,25,MIL,SG,1,0,32,.462,12.6,.615,.385,.154,.000,.077,.385,.625,.600,.500,,1.000,.200,.000,1.000,.000,0,.000,,0,0,,2020-2021
Marques Bolden,22,CLE,C,6,0,29,.333,7.7,1.000,.333,.333,.333,.000,.000,.333,1.000,.000,.000,,,1.000,,.000,0,,,0,0,,2020-2021
Amida Brimah,26,IND,C,5,0,29,.625,3.0,1.000,.625,.375,.000,.000,.000,.625,.800,.333,,,,.800,,.500,3,,,0,0,,2020-2021
Meyers Leonard,28,MIA,C,3,2,29,.429,27.3,.000,.000,.000,.000,.000,1.000,,,,,,.429,,1.000,.000,0,.000,,0,0,,2020-2021
Grant Riller,23,CHO,PG,7,0,27,.667,16.8,.667,.250,.000,.083,.333,.333,.750,1.000,,1.000,.500,.500,.167,1.000,.000,0,.250,1.000,0,0,,2020-2021
Marquese Chriss,23,GSW,PF,2,0,27,.357,11.0,.643,.500,.143,.000,.000,.357,.444,.571,.000,,,.200,.250,1.000,.000,0,.200,.000,0,0,,2020-2021
Nate Darling,22,CHO,SG,7,0,26,.286,25.9,.000,.000,.000,.000,.000,1.000,,,,,,.286,,1.000,.000,0,.143,.000,0,0,,2020-2021
Ray Spalding,23,HOU,C,2,0,19,.500,8.1,.750,.500,.250,.000,.000,.250,.667,.500,1.000,,,.000,1.000,,.000,0,1.000,.000,0,0,,2020-2021
Jaylen Adams,24,MIL,PG,7,0,18,.125,11.0,.750,.250,.375,.125,.000,.250,.167,.000,.000,1.000,,.000,.000,,.000,0,.000,,0,0,,2020-2021
Jared Harper,23,NYK,PG,8,0,16,.000,12.5,.750,.000,.500,.250,.000,.250,.000,,.000,.000,,.000,,,.000,0,.000,,0,0,,2020-2021
Brian Bowen,22,IND,SF,6,0,15,.250,16.6,.750,.000,.250,.000,.500,.250,.333,,1.000,,.000,.000,1.000,,.000,0,.000,,0,0,,2020-2021
Jalen Lecque,20,IND,PG,4,0,12,.111,10.1,.889,.444,.111,.111,.222,.111,.125,.250,.000,.000,.000,.000,.000,,.000,0,.000,,0,0,,2020-2021
Greg Whittington,27,DEN,PF,4,0,12,.000,21.4,.333,.000,.000,.333,.000,.667,.000,,,.000,,.000,,,.000,0,.500,.000,0,0,,2020-2021
Noah Vonleh,25,BRK,C,4,0,11,.000,18.6,.333,.333,.000,.000,.000,.667,.000,.000,,,,.000,,,.000,0,.000,,0,0,,2020-2021
Malik Fitts,23,LAC,PF,3,0,11,.333,17.6,.333,.333,.000,.000,.000,.667,.000,.000,,,,.500,,1.000,.000,0,.500,.000,0,0,,2020-2021
Iman Shumpert,30,BRK,SG,2,0,11,.250,21.9,.250,.000,.000,.250,.000,.750,1.000,,,1.000,,.000,.000,,.000,0,.000,,0,0,,2020-2021
Anžejs Pasečņiks,25,WAS,C,1,0,6,.000,25.2,.000,.000,.000,.000,.000,1.000,,,,,,.000,,,.000,0,.000,,0,0,,2020-2021
Ashton Hagans,21,MIN,PG,2,0,4,,,,,,,,,,,,,,,,,,0,,,0,0,,2020-2021
Udonis Haslem,40,MIA,C,1,0,3,1.000,8.6,1.000,.500,.000,.500,.000,.000,1.000,1.000,,1.000,,,1.000,,.000,0,,,0,0,,2020-2021
Will Magnay,22,NOP,C,1,0,3,.000,26.7,.000,.000,.000,.000,.000,1.000,,,,,,.000,,,.000,0,.000,,0,0,,2020-2021
League Average,,,,,,,.466,13.7,.608,.254,.186,.096,.072,.392,.530,.675,.428,.435,.409,.367,.502,.826,.054,,.222,.395,,,,2020-2021
Mikal Bridges,25,PHO,SF,82,82,2854,.534,13.3,.636,.227,.205,.159,.045,.364,.628,.795,.619,.507,.256,.369,.764,.983,.066,54,.561,.400,0,0,DPOY-2,2021-2022
Miles Bridges,23,CHO,PF,80,80,2837,.491,12.4,.617,.357,.212,.020,.029,.383,.590,.723,.412,.458,.343,.331,.597,.825,.107,118,.275,.344,6,0,,2021-2022
DeMar DeRozan,32,CHI,PF,76,76,2743,.504,13.0,.907,.164,.158,.297,.288,.093,.520,.671,.494,.511,.457,.352,.217,.900,.026,33,.387,.327,4,0,"MVP-10,AS,NBA2",2021-2022
Jayson Tatum,23,BOS,SF,76,76,2731,.453,15.2,.584,.220,.176,.088,.100,.416,.524,.741,.413,.328,.410,.353,.429,.565,.052,76,.121,.380,2,0,"MVP-6,AS,NBA1",2021-2022
Saddiq Bey,22,DET,SF,82,82,2704,.396,17.4,.463,.166,.157,.072,.068,.537,.454,.619,.348,.329,.429,.346,.431,.891,.021,23,.252,.403,9,0,,2021-2022
Tyrese Haliburton,21,2TM,PG,77,77,2695,.473,16.7,.572,.130,.183,.158,.101,.428,.517,.712,.410,.521,.457,.414,.279,.584,.028,25,.139,.444,9,0,,2021-2022
Tyrese Haliburton,21,SAC,SG,51,51,1757,.457,16.8,.570,.118,.183,.164,.106,.430,.491,.739,.355,.458,.500,.413,.238,.587,.020,12,.147,.486,3,0,,2021-2022
Tyrese Haliburton,21,IND,PG,26,26,938,.502,16.6,.576,.152,.183,.149,.093,.424,.565,.673,.508,.646,.367,.416,.343,.579,.040,13,.124,.353,6,0,,2021-2022
Russell Westbrook,33,LAL,PG,78,78,2678,.444,10.8,.785,.333,.232,.106,.114,.215,.485,.623,.388,.374,.379,.298,.232,.646,.021,17,.181,.438,0,0,,2021-2022
Trae Young,23,ATL,PG,76,76,2652,.460,16.5,.605,.159,.204,.116,.126,.395,.512,.620,.451,.469,.513,.382,.142,.223,.000,0,.048,.552,1,0,"AS,NBA3",2021-2022
Tyrese Maxey,21,PHI,PG,75,74,2650,.485,12.9,.689,.258,.237,.121,.073,.311,.512,.654,.466,.317,.479,.427,.450,.712,.017,14,.181,.589,2,0,,2021-2022
Dorian Finney-Smith,28,DAL,PF,80,80,2644,.471,17.0,.371,.233,.098,.025,.016,.629,.599,.752,.324,.471,.273,.395,.766,.983,.082,49,.414,.461,2,0,,2021-2022
Scottie Barnes,20,TOR,PF,74,74,2617,.492,10.9,.793,.264,.325,.116,.088,.207,.543,.711,.502,.398,.378,.301,.429,.845,.075,62,.280,.370,4,1,ROY-1,2021-2022
Harrison Barnes,29,SAC,PF,77,77,2580,.469,13.5,.568,.237,.283,.041,.007,.432,.525,.682,.403,.471,.500,.394,.566,.951,.034,25,.308,.486,0,0,,2021-2022
Pascal Siakam,27,TOR,PF,68,68,2578,.494,11.2,.819,.216,.340,.132,.132,.181,.527,.716,.498,.447,.371,.344,.292,.947,.026,31,.183,.475,1,0,NBA3,2021-2022
Julius Randle,27,NYK,PF,72,72,2544,.411,13.8,.687,.254,.152,.137,.144,.313,.458,.627,.368,.374,.335,.308,.362,.800,.040,43,.115,.289,0,0,,2021-2022
Tobias Harris,29,PHI,PF,73,73,2543,.482,11.7,.731,.250,.282,.156,.043,.269,.525,.699,.444,.428,.386,.367,.444,.891,.045,43,.262,.361,1,0,,2021-2022
Jalen Brunson,25,DAL,SG,79,61,2524,.502,13.1,.750,.147,.288,.189,.126,.250,.545,.703,.524,.518,.449,.373,.262,.809,.005,5,.298,.507,0,0,,2021-2022
Buddy Hield,29,2TM,SG,81,32,2499,.406,19.3,.348,.132,.083,.069,.064,.652,.482,.593,.385,.421,.443,.366,.440,.847,.006,7,.154,.391,2,1,,2021-2022
Buddy Hield,29,SAC,SG,55,6,1574,.382,20.8,.286,.114,.063,.052,.056,.714,.419,.582,.205,.306,.436,.368,.482,.841,.006,4,.131,.431,2,1,,2021-2022
Buddy Hield,29,IND,SG,26,26,925,.447,17.7,.454,.163,.116,.099,.077,.546,.549,.606,.553,.525,.452,.362,.406,.863,.007,3,.204,.333,0,0,,2021-2022
Nikola Jokić,26,DEN,C,74,74,2476,.583,10.2,.780,.268,.384,.082,.046,.220,.652,.776,.606,.565,.467,.337,.580,.918,.025,31,.038,.273,3,0,"MVP-1,AS,NBA1",2021-2022
Karl-Anthony Towns,26,MIN,C,74,74,2476,.529,11.5,.699,.333,.255,.049,.062,.301,.580,.688,.537,.350,.360,.410,.537,.887,.091,99,.087,.344,0,0,"AS,NBA3",2021-2022
Anthony Edwards,20,MIN,SG,72,72,2466,.441,15.2,.516,.282,.129,.055,.051,.484,.519,.658,.356,.338,.359,.357,.365,.553,.055,58,.086,.327,2,0,,2021-2022
Fred VanVleet,27,TOR,PG,65,65,2462,.403,19.9,.415,.086,.122,.091,.116,.585,.440,.649,.313,.410,.441,.377,.225,.595,.000,0,.126,.432,6,0,AS,2021-2022
Terry Rozier,27,CHO,SG,73,73,2458,.444,16.4,.492,.181,.165,.082,.064,.508,.516,.649,.396,.521,.440,.374,.439,.838,.011,10,.364,.403,3,0,,2021-2022
Gary Trent Jr.,23,TOR,SG,70,69,2448,.414,18.5,.498,.087,.131,.113,.167,.502,.445,.579,.415,.480,.376,.383,.411,.766,.015,14,.196,.374,1,0,,2021-2022
Darius Garland,22,CLE,PG,68,68,2430,.462,15.5,.613,.195,.183,.137,.097,.387,.512,.607,.451,.497,.456,.383,.261,.489,.001,0,.126,.368,2,1,AS,2021-2022
Franz Wagner,20,ORL,SF,79,79,2429,.468,10.4,.722,.295,.367,.043,.016,.278,.511,.625,.455,.310,.250,.354,.531,.833,.063,59,.225,.459,0,0,ROY-5,2021-2022
LaMelo Ball,20,CHO,PG,75,75,2422,.429,15.9,.549,.204,.176,.104,.065,.451,.462,.582,.398,.389,.370,.389,.264,.750,.023,24,.152,.407,2,0,AS,2021-2022
James Harden,32,2TM,PG,65,65,2419,.410,14.9,.548,.231,.232,.061,.024,.452,.476,.598,.370,.426,.458,.330,.189,.257,.006,6,.049,.273,0,0,AS,2021-2022
James Harden,32,BRK,PG,44,44,1627,.414,14.2,.565,.239,.242,.061,.023,.435,.476,.574,.386,.419,.563,.332,.158,.235,.008,6,.052,.188,0,0,,2021-2022
James Harden,32,PHI,PG,21,21,792,.402,15.6,.507,.210,.206,.063,.028,.493,.476,.667,.322,.444,.250,.326,.275,.304,.000,0,.043,.500,0,0,,2021-2022
Nikola Vučević,31,CHI,C,73,73,2418,.473,13.0,.713,.223,.253,.137,.101,.287,.537,.708,.490,.449,.397,.314,.713,1.000,.032,34,.060,.300,2,0,,2021-2022
RJ Barrett,21,NYK,SF,70,70,2417,.408,12.0,.662,.309,.243,.068,.042,.338,.442,.596,.307,.309,.300,.342,.398,.913,.040,40,.248,.310,1,0,,2021-2022
Royce O'Neale,28,UTA,SF,77,77,2406,.457,18.7,.311,.194,.106,.011,.000,.689,.609,.686,.532,.000,,.389,.679,.983,.025,10,.307,.383,1,0,,2021-2022
Keldon Johnson,22,SAS,SF,75,74,2392,.466,13.4,.605,.218,.295,.064,.029,.395,.510,.645,.450,.369,.414,.398,.644,.969,.028,25,.228,.484,1,0,,2021-2022
Aaron Gordon,26,DEN,PF,75,75,2376,.520,11.5,.688,.381,.169,.084,.054,.312,.605,.796,.369,.329,.422,.335,.628,.851,.173,130,.419,.349,4,0,,2021-2022
Dejounte Murray,25,SAS,PG,68,68,2366,.462,12.7,.763,.214,.206,.226,.116,.237,.504,.665,.418,.456,.451,.327,.189,.698,.019,23,.170,.280,0,0,AS,2021-2022
Evan Fournier,29,NYK,SG,80,80,2358,.417,19.6,.359,.081,.122,.079,.077,.641,.465,.603,.390,.474,.432,.389,.478,.880,.004,3,.281,.437,2,0,,2021-2022
Patty Mills,33,BRK,SG,81,48,2346,.408,21.4,.285,.064,.037,.065,.118,.715,.429,.745,.207,.365,.362,.400,.619,.925,.000,0,.257,.397,3,0,,2021-2022
Devin Booker,25,PHO,SG,68,68,2345,.466,16.1,.664,.110,.158,.224,.171,.336,.508,.694,.476,.469,.469,.383,.399,.634,.016,21,.123,.356,2,0,"MVP-4,AS,NBA1",2021-2022
Reggie Jackson,31,LAC,SG,75,75,2337,.392,16.3,.581,.145,.190,.106,.140,.419,.439,.627,.444,.354,.304,.326,.205,.587,.011,10,.186,.358,2,0,,2021-2022
Herbert Jones,23,NOP,PF,78,69,2335,.476,10.7,.707,.413,.205,.016,.073,.293,.533,.685,.288,.444,.381,.337,.631,1.000,.104,52,.521,.341,1,0,ROY-6,2021-2022
Evan Mobley,20,CLE,PF,69,69,2331,.508,8.4,.889,.364,.307,.143,.075,.111,.541,.758,.380,.445,.323,.250,.652,.957,.198,151,.228,.333,1,0,ROY-2,2021-2022
Andrew Wiggins,26,GSW,SF,73,73,2330,.466,14.9,.608,.161,.242,.094,.111,.392,.513,.732,.490,.365,.372,.393,.497,.898,.051,45,.261,.442,0,0,AS,2021-2022
Kentavious Caldwell-Pope,28,WAS,SG,77,77,2329,.435,18.1,.508,.105,.117,.112,.175,.492,.480,.678,.361,.430,.469,.390,.619,.912,.011,6,.346,.468,0,0,,2021-2022
Zach LaVine,26,CHI,SG,67,67,2328,.476,15.2,.599,.264,.103,.086,.147,.401,.534,.700,.451,.343,.408,.389,.350,.568,.055,62,.139,.530,0,0,AS,2021-2022
Alec Burks,30,NYK,SG,81,44,2318,.391,17.4,.466,.124,.165,.111,.066,.534,.378,.444,.342,.358,.375,.404,.430,.752,.004,3,.226,.432,0,0,,2021-2022
Terance Mann,25,LAC,SF,81,33,2317,.484,12.3,.699,.313,.180,.138,.068,.301,.535,.690,.460,.400,.298,.365,.519,.842,.099,56,.389,.358,5,0,,2021-2022
Luka Dončić,22,DAL,PG,65,65,2301,.457,15.9,.594,.128,.239,.165,.062,.406,.528,.778,.499,.440,.356,.353,.107,.219,.006,7,.049,.286,2,0,"MVP-5,AS,NBA1",2021-2022
Joel Embiid,27,PHI,C,68,68,2297,.499,11.9,.812,.253,.194,.240,.124,.188,.529,.763,.409,.431,.428,.371,.513,.710,.060,74,.048,.250,1,0,"MVP-2,AS,NBA2",2021-2022
Marcus Smart,27,BOS,PG,71,71,2296,.418,16.1,.499,.146,.251,.075,.026,.501,.506,.695,.439,.500,.105,.331,.365,.916,.013,8,.233,.345,2,0,DPOY-1,2021-2022
Jordan Poole,22,GSW,SG,76,51,2283,.448,17.8,.452,.142,.182,.066,.061,.548,.550,.680,.523,.457,.431,.364,.414,.706,.019,16,.160,.355,5,1,,2021-2022
Will Barton,31,DEN,SG,71,71,2277,.438,16.0,.520,.186,.180,.067,.087,.480,.504,.701,.398,.433,.359,.365,.498,.771,.027,23,.216,.441,1,0,,2021-2022
Desmond Bane,23,MEM,SG,76,76,2266,.461,16.8,.525,.153,.156,.116,.099,.475,.484,.669,.384,.438,.413,.436,.596,.833,.005,6,.184,.385,1,0,,2021-2022
Donovan Mitchell,25,UTA,SG,67,67,2266,.448,16.7,.525,.140,.236,.077,.072,.475,.533,.708,.465,.519,.434,.355,.177,.483,.018,21,.090,.356,2,0,AS,2021-2022
Jonas Valančiūnas,29,NOP,C,74,74,2240,.544,9.1,.832,.333,.324,.132,.043,.168,.581,.696,.520,.484,.450,.361,.627,.982,.064,53,.019,.333,0,0,,2021-2022
Monte Morris,26,DEN,PG,75,74,2239,.484,16.1,.594,.155,.137,.132,.169,.406,.545,.725,.491,.490,.466,.395,.472,.935,.000,0,.328,.398,0,0,,2021-2022
Jaylen Brown,25,BOS,SF,66,66,2220,.473,14.5,.619,.200,.234,.094,.091,.381,.544,.765,.425,.474,.441,.358,.471,.759,.034,31,.185,.337,2,0,,2021-2022
Stephen Curry,33,GSW,PG,64,64,2211,.437,19.8,.387,.120,.134,.062,.071,.613,.527,.599,.530,.513,.414,.380,.368,.572,.000,0,.091,.324,5,0,"MVP-8,AS,NBA2",2021-2022
Jrue Holiday,31,MIL,PG,67,64,2208,.501,13.6,.664,.222,.246,.124,.071,.336,.547,.651,.464,.542,.515,.411,.197,.432,.004,4,.103,.364,1,0,DPOY-8,2021-2022
Giannis Antetokounmpo,27,MIL,PF,67,67,2204,.553,10.0,.806,.406,.198,.120,.082,.194,.616,.808,.421,.416,.431,.293,.432,.423,.152,179,.025,.167,2,0,"MVP-3,DPOY-6,AS,NBA1",2021-2022
Kyle Kuzma,26,WAS,PF,66,66,2204,.452,14.8,.599,.167,.260,.108,.065,.401,.526,.744,.498,.386,.311,.341,.492,.883,.024,19,.227,.329,1,0,,2021-2022
Derrick White,27,2TM,SG,75,52,2199,.421,15.6,.539,.159,.231,.120,.029,.461,.515,.614,.503,.479,.217,.312,.401,.835,.009,7,.195,.306,1,0,,2021-2022
Derrick White,27,SAS,SG,49,48,1486,.426,15.2,.547,.168,.228,.126,.025,.453,.519,.594,.515,.472,.286,.314,.358,.815,.009,5,.182,.234,0,0,,2021-2022
Derrick White,27,BOS,SG,26,4,713,.409,16.0,.517,.135,.239,.104,.039,.483,.504,.677,.473,.500,.111,.306,.517,.882,.009,2,.225,.440,1,0,,2021-2022
Kevin Huerter,23,ATL,SF,74,60,2188,.454,18.0,.459,.109,.136,.136,.079,.541,.530,.663,.485,.505,.467,.389,.519,.900,.004,3,.260,.449,2,0,,2021-2022
Devonte' Graham,26,NOP,PG,76,63,2162,.363,21.2,.309,.082,.070,.055,.102,.691,.413,.627,.298,.400,.325,.341,.308,.755,.001,1,.130,.342,4,1,,2021-2022
Tyler Herro,22,MIA,SG,66,10,2151,.447,16.0,.609,.137,.193,.156,.123,.391,.477,.688,.407,.446,.391,.399,.334,.709,.014,14,.207,.385,5,0,6MOY-1,2021-2022
CJ McCollum,30,2TM,PG,62,62,2145,.460,16.1,.597,.127,.183,.162,.125,.403,.509,.642,.441,.497,.490,.388,.254,.659,.003,4,.130,.377,0,0,,2021-2022
CJ McCollum,30,POR,SG,36,36,1267,.436,16.7,.565,.126,.165,.155,.119,.435,.476,.607,.409,.476,.430,.384,.223,.658,.003,2,.166,.313,0,0,,2021-2022
CJ McCollum,30,NOP,PG,26,26,878,.493,15.6,.639,.128,.206,.172,.132,.361,.549,.688,.476,.523,.561,.394,.286,.662,.004,2,.072,.615,0,0,,2021-2022
Jordan Clarkson,29,UTA,SG,79,1,2141,.419,16.9,.464,.099,.272,.075,.018,.536,.535,.627,.515,.554,.250,.318,.221,.674,.012,8,.193,.348,2,0,6MOY-4,2021-2022
Khris Middleton,30,MIL,SF,66,66,2141,.443,17.3,.575,.104,.140,.189,.142,.425,.494,.736,.406,.503,.393,.373,.331,.630,.008,6,.111,.375,0,0,AS,2021-2022
Malik Monk,23,LAL,SG,76,37,2139,.473,16.3,.465,.229,.162,.034,.040,.535,.568,.725,.448,.393,.303,.391,.546,.832,.069,54,.172,.395,0,0,,2021-2022
Chris Paul,36,PHO,PG,65,65,2139,.493,16.4,.730,.034,.158,.346,.192,.270,.559,.720,.543,.592,.482,.317,.097,.413,.000,0,.080,.313,3,0,"MVP-9,AS,NBA3",2021-2022
Jalen Green,19,HOU,SG,67,67,2138,.426,15.7,.520,.271,.129,.031,.088,.480,.502,.680,.252,.333,.381,.343,.438,.662,.087,69,.146,.373,1,0,ROY-4,2021-2022
Domantas Sabonis,25,2TM,PF,62,61,2136,.573,7.4,.838,.485,.265,.047,.041,.162,.623,.739,.517,.389,.219,.312,.616,.974,.085,59,.136,.235,0,0,,2021-2022
Domantas Sabonis,25,IND,PF,47,46,1632,.580,7.9,.811,.511,.226,.042,.032,.189,.639,.750,.504,.292,.278,.324,.622,1.000,.088,45,.148,.250,0,0,,2021-2022
Domantas Sabonis,25,SAC,PF,15,15,504,.554,6.8,.916,.411,.376,.059,.069,.084,.584,.699,.539,.583,.143,.235,.602,.750,.079,14,.059,.000,0,0,,2021-2022
Seth Curry,31,2TM,SG,64,64,2135,.487,19.6,.494,.053,.100,.133,.208,.506,.553,.692,.568,.510,.539,.422,.465,.829,.000,0,.182,.500,0,0,,2021-2022
Seth Curry,31,PHI,SG,45,45,1566,.485,19.1,.527,.055,.110,.138,.223,.473,.561,.690,.552,.548,.542,.400,.481,.780,.000,0,.152,.500,0,0,,2021-2022
Seth Curry,31,BRK,SG,19,19,569,.493,20.2,.412,.047,.076,.118,.171,.588,.529,.700,.625,.400,.528,.468,.413,.914,.000,0,.242,.500,0,0,,2021-2022
Kyle Lowry,35,MIA,PG,63,63,2133,.440,19.8,.391,.121,.091,.091,.088,.609,.539,.711,.456,.456,.473,.377,.303,.653,.000,0,.147,.446,4,0,,2021-2022
Bojan Bogdanović,32,UTA,PF,69,69,2131,.455,15.6,.496,.147,.250,.084,.015,.504,.524,.684,.483,.410,.286,.387,.568,.917,.016,11,.376,.420,0,0,,2021-2022
Jaren Jackson Jr.,22,MEM,PF,78,78,2126,.415,13.1,.613,.218,.335,.055,.005,.387,.476,.615,.395,.421,.400,.319,.563,.984,.051,46,.175,.257,1,0,DPOY-5,2021-2022
Rudy Gobert,29,UTA,C,66,66,2120,.713,2.7,.992,.738,.244,.008,.002,.008,.718,.803,.468,.750,.000,.000,.724,,.494,233,.000,,2,0,"DPOY-3,AS",2021-2022
Ayo Dosunmu,22,CHI,SG,77,40,2110,.520,12.3,.652,.368,.114,.097,.073,.348,.596,.701,.377,.481,.564,.376,.572,.986,.045,20,.489,.407,1,1,,2021-2022
Christian Wood,26,HOU,C,68,67,2094,.501,13.0,.617,.312,.211,.054,.041,.383,.570,.737,.454,.340,.194,.390,.605,.847,.147,120,.116,.462,1,0,,2021-2022
Cade Cunningham,20,DET,SG,64,64,2088,.416,13.8,.648,.214,.249,.113,.072,.352,.472,.588,.432,.431,.324,.314,.235,.711,.020,19,.143,.365,2,0,ROY-3,2021-2022
De'Aaron Fox,24,SAC,PG,59,59,2084,.473,12.4,.772,.199,.267,.189,.117,.228,.524,.714,.466,.451,.453,.297,.215,.554,.013,14,.137,.235,0,0,,2021-2022
LeBron James,37,LAL,C,56,56,2084,.524,13.8,.633,.325,.141,.073,.094,.367,.620,.796,.465,.382,.426,.359,.407,.559,.070,85,.074,.303,0,0,"MVP-10,AS,NBA3",2021-2022
D'Angelo Russell,25,MIN,PG,65,65,2077,.411,18.2,.469,.128,.128,.104,.109,.531,.492,.696,.392,.465,.396,.340,.280,.631,.008,5,.083,.395,3,0,,2021-2022
Davion Mitchell,23,SAC,PG,75,19,2076,.418,15.6,.620,.189,.154,.108,.170,.380,.480,.642,.438,.352,.420,.316,.231,.663,.004,3,.119,.342,4,0,,2021-2022
Cole Anthony,21,ORL,PG,65,65,2059,.391,16.2,.571,.147,.214,.095,.115,.429,.432,.590,.385,.448,.305,.338,.240,.667,.025,14,.087,.324,2,0,,2021-2022
Mike Conley,34,UTA,PG,72,72,2058,.435,17.1,.477,.075,.268,.109,.025,.523,.464,.559,.453,.442,.400,.408,.257,.521,.001,0,.167,.391,1,0,,2021-2022
Justin Holiday,32,2TM,SF,74,65,2057,.394,20.5,.272,.104,.048,.044,.076,.728,.467,.594,.344,.483,.360,.367,.786,.960,.021,12,.288,.388,1,0,,2021-2022
Justin Holiday,32,IND,SF,49,40,1416,.415,21.1,.266,.100,.037,.050,.079,.734,.516,.674,.353,.478,.417,.378,.825,.969,.017,7,.292,.398,1,0,,2021-2022
Justin Holiday,32,SAC,SG,25,25,641,.348,20.0,.284,.113,.074,.029,.069,.716,.362,.435,.333,.500,.214,.342,.667,.940,.029,5,.281,.366,0,0,,2021-2022
Jae'Sean Tate,26,HOU,PF,78,77,2056,.498,9.2,.723,.414,.295,.010,.004,.277,.569,.705,.391,.286,.333,.312,.490,.937,.064,43,.391,.316,0,0,,2021-2022
Kevin Durant,33,BRK,PF,55,55,2047,.518,15.1,.731,.109,.143,.319,.161,.269,.568,.744,.516,.528,.575,.383,.499,.557,.033,34,.067,.550,0,0,"MVP-10,AS,NBA2",2021-2022
Duncan Robinson,27,MIA,SG,79,68,2043,.399,22.7,.140,.077,.039,.012,.012,.860,.569,.679,.393,.556,.444,.372,.828,.961,.003,2,.239,.423,0,0,,2021-2022
Clint Capela,27,ATL,C,74,73,2042,.613,2.2,.998,.765,.225,.007,.002,.002,.614,.684,.382,.500,.000,.000,.765,,.295,164,.000,,1,0,,2021-2022
Bobby Portis,26,MIL,C,72,59,2028,.479,14.5,.612,.219,.185,.126,.082,.388,.533,.644,.497,.455,.437,.393,.556,1.000,.037,24,.382,.403,2,0,,2021-2022
Al Horford,35,BOS,C,69,69,2005,.467,15.3,.534,.170,.243,.069,.053,.466,.582,.784,.507,.538,.333,.336,.678,.978,.056,31,.279,.378,0,0,DPOY-9,2021-2022
Steven Adams,28,MEM,C,76,75,1999,.547,2.9,.997,.693,.260,.042,.003,.003,.548,.632,.350,.438,.000,.000,.490,,.143,48,.000,,1,0,,2021-2022
Kelly Oubre Jr.,26,CHO,SF,76,13,1999,.440,16.9,.407,.231,.121,.042,.013,.593,.578,.716,.425,.308,.417,.345,.612,.932,.063,53,.313,.335,2,0,6MOY-7,2021-2022
Deni Avdija,21,WAS,SF,82,8,1984,.432,14.4,.553,.221,.261,.040,.031,.447,.525,.633,.464,.435,.389,.317,.589,.939,.022,7,.247,.266,1,0,,2021-2022
P.J. Tucker,36,MIA,PF,71,70,1981,.484,13.8,.549,.199,.255,.079,.016,.451,.540,.600,.532,.471,.286,.415,.819,.988,.007,3,.886,.415,0,0,,2021-2022
Isaac Okoro,21,CLE,SF,67,61,1981,.480,10.4,.636,.487,.123,.009,.016,.364,.555,.648,.264,.250,.143,.350,.717,.945,.090,36,.732,.348,0,0,,2021-2022
Spencer Dinwiddie,28,2TM,PG,67,51,1980,.416,15.2,.551,.176,.237,.088,.050,.449,.479,.643,.402,.446,.324,.339,.201,.536,.007,3,.182,.367,1,0,,2021-2022
Spencer Dinwiddie,28,WAS,PG,44,44,1330,.376,16.2,.541,.152,.236,.091,.061,.459,.432,.573,.388,.378,.333,.310,.148,.500,.006,1,.142,.313,1,0,,2021-2022
Spencer Dinwiddie,28,DAL,PG,23,7,650,.498,14.2,.572,.222,.239,.082,.029,.428,.568,.741,.431,.600,.286,.404,.278,.595,.008,2,.269,.429,0,0,,2021-2022
Malik Beasley,25,MIN,SG,79,18,1976,.391,20.8,.251,.088,.066,.052,.045,.749,.432,.587,.357,.341,.342,.377,.652,.904,.020,16,.319,.404,4,0,,2021-2022
Jakob Poeltl,26,SAS,C,68,67,1970,.618,4.7,.998,.471,.391,.133,.005,.002,.618,.747,.514,.477,.333,1.000,.702,1.000,.072,44,.000,,1,1,,2021-2022
Shai Gilgeous-Alexander,23,OKC,PG,56,56,1942,.453,12.1,.718,.220,.320,.131,.047,.282,.514,.662,.445,.442,.490,.300,.137,.303,.023,23,.077,.391,0,0,,2021-2022
Robert Covington,31,2TM,PF,71,42,1940,.420,18.8,.319,.171,.108,.022,.018,.681,.509,.659,.333,.273,.444,.378,.654,.930,.030,12,.198,.552,0,0,,2021-2022
Robert Covington,31,POR,PF,48,40,1431,.381,18.9,.315,.164,.110,.021,.021,.685,.462,.600,.324,.286,.286,.343,.612,.962,.021,6,.191,.477,0,0,,2021-2022
Robert Covington,31,LAC,PF,23,2,509,.500,18.7,.327,.185,.105,.025,.012,.673,.604,.767,.353,.250,1.000,.450,.719,.878,.049,6,.211,.696,0,0,,2021-2022
Devin Vassell,21,SAS,SF,71,32,1937,.427,17.3,.503,.131,.126,.151,.096,.497,.492,.670,.448,.417,.425,.361,.672,.971,.043,28,.326,.347,1,0,,2021-2022
