Player,Age,Team,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot_1,PGA,And1,Blkd,Awards,Year,Off._1
Jarred Vanderbilt,20,MIN,PF,2,0,5,0,0,1,99,0,-100.0,-95.6,0,0,0,0,1,0,0,0,,2019-2020,0
Vlatko Čančar,22,DEN,PF,14,0,45,0,0,20,43,37,-7.6,-10.0,2,0,3,1,1,6,0,1,,2019-2020,0
Justin Wright-Foreman,22,UTA,PG,4,0,45,100,0,0,0,0,-27.9,-30.6,3,0,4,0,2,16,0,1,,2019-2020,0
Udonis Haslem,39,MIA,C,4,1,44,0,0,0,78,22,-19.6,-22.8,0,0,2,0,0,2,0,0,,2019-2020,2
Jeremy Pargo,33,GSW,PG,3,0,44,100,0,0,0,0,0.0,8.9,3,0,4,1,1,19,1,0,,2019-2020,0
Johnathan Motley,24,LAC,PF,13,0,41,0,0,7,75,18,6.4,-0.1,2,1,3,0,3,21,1,1,,2019-2020,0
Zach Norvell,22,2TM,SG,5,0,41,0,66,22,12,0,-33.0,-26.3,3,0,1,0,0,7,0,0,,2019-2020,1
Zach Norvell,22,LAL,SG,2,0,5,0,0,0,100,0,-18.2,-24.0,0,0,0,0,0,0,0,0,,2019-2020,0
Zach Norvell,22,GSW,SG,3,0,36,0,75,25,0,0,-35.1,-26.6,3,0,1,0,0,7,0,0,,2019-2020,1
Charlie Brown Jr.,22,ATL,SG,10,0,40,10,57,33,0,0,37.0,45.5,2,0,2,0,3,5,1,0,,2019-2020,1
Chasson Randle,26,GSW,PG,3,0,40,81,19,0,0,0,-4.8,4.1,0,0,1,0,3,13,0,1,,2019-2020,0
Josh Magette,30,ORL,PG,8,0,38,100,0,0,0,0,-1.1,-0.1,5,0,0,0,0,12,0,0,,2019-2020,1
Sindarius Thornwell,25,NOP,SF,2,0,35,3,52,45,0,0,-5.9,-4.6,1,0,1,1,2,8,0,1,,2019-2020,0
Moses Brown,20,POR,C,9,0,33,0,0,0,0,100,-45.7,-45.2,2,0,6,1,4,2,0,0,,2019-2020,0
Tacko Fall,24,BOS,C,7,0,33,0,0,0,0,100,14.8,8.4,0,2,6,0,2,2,1,1,,2019-2020,0
Corey Brewer,33,SAC,PF,5,0,33,0,0,20,80,0,8.6,10.8,1,0,3,1,2,4,1,0,,2019-2020,1
Joe Chealey,24,CHO,PG,4,0,33,100,0,0,0,0,-22.6,-15.7,1,0,1,0,1,2,0,1,,2019-2020,0
Zhaire Smith,20,PHI,SF,7,0,32,0,0,44,55,1,-13.1,-15.6,1,0,4,0,1,6,0,1,,2019-2020,0
Jalen Lecque,19,PHO,SG,5,0,32,0,7,94,0,0,-25.2,-25.9,0,0,1,1,1,4,0,0,,2019-2020,2
Brian Bowen,21,IND,SF,6,1,31,0,23,77,0,0,19.4,17.3,1,0,1,0,0,0,0,1,,2019-2020,1
Dewan Hernandez,23,TOR,C,6,0,28,0,0,0,0,100,26.3,19.8,1,1,1,1,2,8,1,5,,2019-2020,0
Josh Reaves,22,DAL,SF,4,0,28,0,0,77,23,0,7.1,2.3,0,0,3,0,1,7,0,0,,2019-2020,0
Marial Shayok,24,PHI,SG,4,0,28,0,99,1,0,0,-19.3,-21.9,2,0,1,0,1,2,0,1,,2019-2020,1
KZ Okpala,20,MIA,PF,5,0,26,0,0,13,80,7,-31.9,-35.1,1,0,0,0,2,3,2,0,,2019-2020,0
Luc Mbah a Moute,33,HOU,PF,3,0,25,0,0,81,19,0,-11.7,-14.8,1,0,0,0,1,0,0,0,,2019-2020,0
Justin Patton,22,OKC,C,5,0,24,0,0,0,0,100,-31.5,-33.4,0,1,2,1,0,4,0,0,,2019-2020,0
Josh Gray,26,NOP,PG,2,0,23,100,0,0,0,0,-13.0,-11.7,5,0,1,0,0,5,0,0,,2019-2020,0
Kostas Antetokounmpo,22,LAL,PF,5,0,20,0,0,0,28,72,18.3,12.6,0,1,1,0,1,5,0,0,,2019-2020,0
Matt Mooney,22,CLE,SG,4,0,19,0,84,16,0,0,16.7,24.8,0,0,1,0,0,2,0,0,,2019-2020,0
Eric Mika,25,SAC,C,1,0,19,0,0,0,0,100,17.3,19.5,0,0,2,0,1,0,0,0,,2019-2020,0
Henry Ellenson,23,BRK,C,5,0,15,0,0,0,22,78,36.9,37.7,0,0,1,0,0,3,0,1,,2019-2020,0
Stanton Kidd,27,UTA,SG,4,0,15,0,58,42,0,0,-0.2,-2.5,0,0,3,0,0,2,0,2,,2019-2020,0
Tariq Owens,24,PHO,PF,3,0,15,0,0,0,69,31,-58.8,-59.4,0,0,0,0,0,0,0,0,,2019-2020,0
Daryl Macon,24,MIA,PG,4,0,14,100,0,0,0,0,5.6,2.7,0,1,0,0,0,2,0,0,,2019-2020,0
Ryan Anderson,31,HOU,C,2,0,14,0,0,0,0,100,21.9,19.0,1,0,1,0,0,6,0,0,,2019-2020,0
Kyle Alexander,23,MIA,C,2,0,13,0,0,0,90,10,-12.9,-15.9,1,0,0,0,0,0,0,0,,2019-2020,0
Dusty Hannahs,26,MEM,SG,2,0,13,100,0,0,0,0,13.0,13.7,0,0,0,0,1,0,0,0,,2019-2020,0
William Howard,26,HOU,PF,2,0,13,0,0,0,100,0,-53.0,-56.2,0,1,1,0,0,3,0,0,,2019-2020,0
Shamorie Ponds,21,TOR,PG,4,0,11,100,0,0,0,0,6.7,0.0,0,0,2,0,1,6,0,0,,2019-2020,0
Isaiah Roby,21,OKC,PF,3,0,11,0,0,0,100,0,-8.0,-9.7,1,0,0,0,0,0,0,0,,2019-2020,0
Kyle Guy,22,SAC,SG,3,0,10,0,100,0,0,0,-54.3,-52.4,0,0,0,0,0,2,0,0,,2019-2020,0
Devontae Cacok,23,LAL,C,1,0,9,0,0,0,0,100,17.5,11.8,0,0,0,0,0,2,0,0,,2019-2020,0
Jared Harper,22,PHO,PG,3,0,8,100,0,0,0,0,-74.3,-74.9,0,0,0,0,0,0,0,0,,2019-2020,0
Max Strus,23,CHI,SF,2,0,6,0,0,21,79,0,93.3,96.9,0,0,0,0,1,0,1,0,,2019-2020,0
Jamal Crawford,39,BRK,SG,1,0,6,0,100,0,0,0,28.6,29.3,0,0,0,0,0,7,0,0,,2019-2020,0
Tyler Zeller,30,SAS,C,2,0,4,0,0,0,0,100,33.3,34.5,0,0,0,0,0,0,0,0,,2019-2020,0
Malik Newman,22,CLE,SG,1,0,4,59,41,0,0,0,-42.9,-34.9,1,0,0,0,0,0,0,0,,2019-2020,0
Marques Bolden,21,CLE,C,1,0,3,0,0,0,0,100,47.6,55.7,0,0,1,0,0,0,0,0,,2019-2020,0
J.P. Macura,24,CLE,SG,1,0,1,0,100,0,0,0,300.0,308.1,0,0,0,0,0,0,0,0,,2019-2020,0
Julius Randle,26,NYK,PF,71,71,2667,0,0,0,96,4,2.6,0.2,100,71,73,43,180,1092,49,70,"MVP-8,MIP-1,AS,NBA2",2020-2021,7
RJ Barrett,20,NYK,SG,72,72,2511,5,79,16,0,0,2.6,0.4,77,35,85,14,133,520,28,86,,2020-2021,13
Nikola Jokić,25,DEN,C,72,72,2488,0,0,0,1,99,6.6,6.4,130,63,102,16,145,1410,38,62,"MVP-1,AS,NBA1",2020-2021,5
Buddy Hield,28,SAC,SG,71,71,2433,0,44,53,3,0,-1.6,6.9,78,33,91,5,21,579,5,33,,2020-2021,4
Damian Lillard,30,POR,PG,67,67,2398,100,0,0,0,0,3.9,6.6,143,38,42,15,176,1256,32,67,"MVP-7,AS,NBA2",2020-2021,26
Terry Rozier,26,CHO,SG,69,69,2383,16,76,8,0,0,-2.1,0.1,67,32,52,17,74,720,23,37,,2020-2021,25
Russell Westbrook,32,WAS,PG,65,65,2369,50,48,3,0,0,-1.5,1.3,212,65,58,17,197,1767,46,73,MVP-11,2020-2021,10
Andrew Wiggins,25,GSW,PF,71,71,2364,0,0,47,51,3,0.1,-2.3,56,36,96,16,125,428,30,44,,2020-2021,6
Mikal Bridges,24,PHO,SF,72,72,2348,0,7,89,4,0,7.6,4.4,35,14,60,3,61,361,17,24,,2020-2021,14
Nikola Vučević,30,2TM,C,70,70,2348,0,0,0,0,100,-6.9,-1.1,56,42,75,15,58,661,16,52,AS,2020-2021,3
Nikola Vučević,30,ORL,C,44,44,1500,0,0,0,0,100,-8.6,0.7,33,31,40,9,40,420,10,27,,2020-2021,0
Nikola Vučević,30,CHI,C,26,26,848,0,0,0,0,100,-4.0,-4.2,23,11,35,6,18,241,6,25,,2020-2021,3
Anthony Edwards,19,MIN,SG,72,55,2314,0,27,62,10,0,-5.3,0.3,68,55,58,17,138,528,34,68,ROY-2,2020-2021,2
Jayson Tatum,22,BOS,SF,64,64,2290,0,3,59,37,0,2.8,5.3,86,41,42,25,139,696,31,62,AS,2020-2021,4
Devin Booker,24,PHO,SG,67,67,2270,0,94,6,0,0,7.2,3.1,102,52,74,29,176,716,43,46,AS,2020-2021,17
Khris Middleton,29,MIL,SF,68,68,2269,0,3,72,25,0,5.4,-0.5,91,54,73,14,94,873,26,52,,2020-2021,9
Duncan Robinson,26,MIA,SF,72,72,2262,0,45,34,21,0,1.9,5.1,37,11,90,18,25,294,10,19,,2020-2021,17
Luka Dončić,21,DAL,PG,66,66,2262,52,44,4,0,0,3.3,3.0,182,69,73,14,210,1375,52,51,"MVP-6,AS,NBA1",2020-2021,7
Robert Covington,30,POR,PF,70,70,2243,0,0,14,86,1,4.4,7.0,28,6,117,15,23,299,2,16,,2020-2021,13
Royce O'Neale,27,UTA,SF,71,71,2241,4,37,58,0,0,10.9,3.7,49,10,87,8,14,475,2,9,,2020-2021,22
Domantas Sabonis,24,IND,PF,62,62,2231,0,0,0,51,50,-2.0,-5.3,80,66,87,41,152,1008,45,54,AS,2020-2021,9
Bojan Bogdanović,31,UTA,SF,72,72,2216,0,6,45,50,0,9.2,-0.9,44,55,38,13,100,352,18,61,,2020-2021,8
Norman Powell,27,2TM,SF,69,58,2205,2,42,56,0,0,1.7,1.7,49,42,59,13,113,325,23,69,,2020-2021,11
Norman Powell,27,TOR,SG,42,31,1277,3,53,44,0,0,-1.4,-1.0,25,31,30,10,68,200,17,45,,2020-2021,7
Norman Powell,27,POR,SF,27,27,928,0,28,72,0,0,5.9,5.4,24,11,29,3,45,125,6,24,,2020-2021,4
Chris Paul,35,PHO,PG,70,70,2199,100,0,0,0,0,6.9,2.1,106,31,60,10,34,1484,7,10,"MVP-5,AS,NBA2",2020-2021,12
Rudy Gobert,28,UTA,C,71,71,2187,0,0,0,0,100,16.6,19.1,26,37,81,27,182,233,43,41,"MVP-10,DPOY-1,AS,NBA3",2020-2021,14
Justin Holiday,31,IND,SG,72,52,2183,3,35,51,11,0,-0.7,-1.8,30,13,75,3,33,285,8,15,,2020-2021,10
Isaac Okoro,20,CLE,SG,67,67,2173,3,45,51,2,0,-8.9,-1.2,41,27,96,8,83,318,21,53,,2020-2021,14
Coby White,20,CHI,PG,69,54,2156,92,8,0,0,0,-2.3,-3.9,78,47,99,10,58,806,15,59,,2020-2021,20
Stephen Curry,32,GSW,PG,63,63,2152,100,0,0,0,0,4.0,8.6,115,58,46,13,152,843,45,56,"MVP-3,AS,NBA1",2020-2021,14
Bradley Beal,27,WAS,SG,60,60,2147,1,73,26,0,0,-0.6,3.2,88,65,73,18,206,617,66,60,"AS,NBA3",2020-2021,15
Bam Adebayo,23,MIA,C,64,64,2143,0,0,0,30,70,0.4,0.8,82,46,64,30,154,873,44,39,DPOY-4,2020-2021,9
Joe Harris,29,BRK,SF,69,65,2141,0,24,52,24,0,6.5,4.1,42,8,67,5,28,319,9,29,,2020-2021,15
Dejounte Murray,24,SAS,PG,67,67,2139,63,38,0,0,0,1.7,8.9,68,32,47,7,61,847,19,56,,2020-2021,8
Kevin Huerter,22,ATL,SG,69,49,2126,3,90,7,0,0,1.8,-2.0,50,17,73,2,25,575,6,28,,2020-2021,2
Trae Young,22,ATL,PG,63,63,2125,100,0,0,0,0,5.3,7.1,179,54,38,14,183,1403,26,66,,2020-2021,15
Deandre Ayton,22,PHO,C,69,69,2115,0,0,0,10,90,6.0,-0.2,20,36,128,25,97,238,30,46,,2020-2021,3
Collin Sexton,22,CLE,SG,60,60,2115,42,57,0,0,0,-9.2,-1.9,64,59,58,22,163,623,39,97,,2020-2021,22
Eric Bledsoe,31,NOP,SG,71,70,2111,36,64,0,0,0,-1.3,-1.9,71,25,58,10,86,629,22,26,,2020-2021,26
Harrison Barnes,28,SAC,PF,58,58,2102,0,0,31,66,3,-1.1,6.5,46,32,36,11,101,497,25,24,,2020-2021,11
Brandon Ingram,23,NOP,SF,61,61,2093,0,10,60,30,0,0.4,2.5,77,50,64,17,131,701,34,53,,2020-2021,9
DeMar DeRozan,31,SAS,PF,61,61,2056,0,0,31,69,0,-2.5,-1.9,55,49,66,5,220,1044,51,60,,2020-2021,15
Ja Morant,21,MEM,PG,63,63,2053,96,4,0,0,0,2.7,3.4,133,44,41,8,155,1106,26,68,,2020-2021,12
Jae'Sean Tate,25,HOU,SF,70,58,2043,0,12,65,22,0,-4.5,8.6,37,33,103,12,64,460,13,46,,2020-2021,32
De'Aaron Fox,23,SAC,PG,58,58,2036,98,2,0,0,0,-4.5,-2.1,90,68,64,8,216,1003,53,64,,2020-2021,23
Zach LaVine,25,CHI,SG,58,58,2034,22,51,27,0,0,-0.5,0.8,113,53,63,13,130,677,33,67,AS,2020-2021,2
Zion Williamson,20,NOP,PF,61,61,2026,0,0,1,94,5,1.7,5.6,52,57,72,33,278,569,79,131,AS,2020-2021,2
Tobias Harris,28,PHI,PF,62,62,2014,0,0,0,89,11,7.3,4.0,45,38,76,16,78,539,14,63,,2020-2021,1
Giannis Antetokounmpo,26,MIL,PF,61,61,2013,0,0,2,86,12,8.4,6.7,71,50,53,53,295,926,79,56,"MVP-4,DPOY-5,AS,NBA1",2020-2021,5
Pascal Siakam,26,TOR,PF,56,56,2006,0,0,3,79,18,2.9,8.6,56,31,59,26,148,647,37,63,,2020-2021,10
Jaylen Brown,24,BOS,SG,58,58,1999,1,51,47,1,0,1.2,0.6,56,63,58,21,114,464,34,62,AS,2020-2021,7
Dillon Brooks,25,MEM,SF,67,67,1997,0,12,81,6,0,4.4,7.2,59,34,98,16,93,358,22,40,,2020-2021,13
Kelly Olynyk,29,2TM,PF,70,62,1997,0,0,0,22,78,-3.2,0.4,59,21,92,27,76,486,18,31,,2020-2021,22
Kelly Olynyk,29,MIA,C,43,38,1157,0,0,0,0,100,1.7,2.5,23,6,52,17,17,219,4,10,,2020-2021,10
Kelly Olynyk,29,HOU,PF,27,24,840,0,0,0,52,48,-10.0,-2.5,36,15,40,10,59,267,14,21,,2020-2021,12
Tim Hardaway Jr.,28,DAL,SG,70,31,1985,0,15,80,5,0,1.2,-2.5,21,24,52,14,71,309,14,28,6MOY-5,2020-2021,31
Patrick Williams,19,CHI,PF,71,71,1983,0,2,57,41,0,-6.4,-13.0,32,31,59,14,63,245,17,49,,2020-2021,7
Draymond Green,30,GSW,PF,63,63,1982,0,0,0,60,40,4.9,9.6,148,16,100,16,41,1333,14,15,DPOY-3,2020-2021,30
Keldon Johnson,21,SAS,SF,69,67,1968,0,6,83,12,0,-4.1,-5.4,29,27,74,11,108,280,31,66,,2020-2021,3
Dennis Schröder,27,LAL,SG,61,61,1956,42,54,4,0,0,2.5,-0.4,97,41,54,12,96,855,13,74,,2020-2021,28
Kyle Kuzma,25,LAL,SF,68,32,1954,0,0,52,48,0,-1.1,-8.5,41,28,66,21,47,304,13,24,,2020-2021,9
P.J. Washington,22,CHO,PF,64,61,1954,0,0,0,54,46,-0.4,4.1,59,36,97,18,75,401,13,50,,2020-2021,8
Reggie Bullock,29,NYK,SF,65,64,1949,0,2,96,2,0,1.9,-1.3,27,10,77,4,11,238,0,13,,2020-2021,6
Danny Green,33,PHI,SF,69,69,1934,0,0,85,14,0,7.3,3.8,36,10,72,7,13,273,2,12,,2020-2021,7
Miles Bridges,22,CHO,PF,66,19,1932,0,0,4,92,4,0.3,5.5,56,24,72,10,55,363,15,26,6MOY-12,2020-2021,8
Malcolm Brogdon,28,IND,PG,56,56,1930,57,38,6,0,0,-0.7,-1.5,76,27,40,7,67,789,18,66,,2020-2021,5
Dorian Finney-Smith,27,DAL,PF,60,60,1921,0,0,47,53,0,5.3,6.7,30,6,57,5,22,251,5,23,,2020-2021,8
Michael Porter Jr.,22,DEN,SF,61,54,1912,0,2,74,24,0,8.2,7.4,25,28,73,10,66,168,17,24,,2020-2021,2
Saddiq Bey,21,DET,SF,70,53,1909,0,3,71,26,0,-5.7,-2.7,27,7,52,8,69,236,17,34,ROY-4,2020-2021,4
Jrue Holiday,30,MIL,PG,59,56,1907,85,15,0,0,0,8.7,7.1,71,37,38,6,58,856,16,40,DPOY-8,2020-2021,10
Brook Lopez,32,MIL,C,70,70,1902,0,0,0,0,100,6.8,2.8,19,19,86,16,71,125,17,18,,2020-2021,4
Kentavious Caldwell-Pope,27,LAL,SG,67,67,1902,3,39,54,4,0,2.8,0.4,34,16,52,6,42,305,10,22,DPOY-11,2020-2021,22
Fred VanVleet,26,TOR,SG,52,52,1899,40,59,0,0,0,3.1,8.5,48,30,42,11,71,825,8,57,,2020-2021,14
Clint Capela,26,ATL,C,63,63,1898,0,0,0,0,100,7.4,10.5,12,18,72,25,105,119,21,50,DPOY-6,2020-2021,2
Kyle Anderson,27,MEM,PF,69,69,1887,0,0,3,70,27,1.7,0.8,46,18,58,9,86,575,16,32,,2020-2021,4
Kyrie Irving,28,BRK,PG,54,54,1886,97,3,0,0,0,5.5,1.4,81,38,62,6,86,780,20,55,"AS,NBA3",2020-2021,7
Ben Simmons,24,PHI,PG,58,58,1877,98,2,0,0,0,8.5,6.2,86,43,64,34,126,1010,25,45,"MVP-12,DPOY-2,AS",2020-2021,19
Joe Ingles,33,UTA,SF,67,30,1867,0,2,41,58,0,12.0,5.4,74,21,25,16,33,780,9,14,6MOY-2,2020-2021,9
Jarrett Allen,22,2TM,C,63,45,1864,0,0,0,5,95,-5.9,-0.4,47,24,62,15,127,256,26,37,,2020-2021,12
Jarrett Allen,22,BRK,C,12,5,320,0,0,0,0,100,10.5,6.1,10,5,13,5,31,49,9,6,,2020-2021,3
Jarrett Allen,22,CLE,C,51,40,1544,0,0,0,6,94,-9.3,-1.7,37,19,49,10,96,207,17,31,,2020-2021,9
Dwayne Bacon,25,ORL,SG,72,50,1853,3,40,55,2,0,-11.1,-4.5,26,9,44,4,85,232,19,39,,2020-2021,5
John Collins,23,ATL,PF,63,63,1848,0,0,0,86,14,4.7,4.5,23,29,102,21,93,188,31,53,,2020-2021,13
Jakob Poeltl,25,SAS,C,69,51,1845,0,0,0,0,100,3.2,10.3,33,15,113,26,53,304,23,29,,2020-2021,4
Jeff Green,34,BRK,PF,68,38,1835,0,0,17,69,14,3.7,-2.7,22,13,77,8,82,280,17,23,,2020-2021,21
Nicolas Batum,32,LAC,SF,67,38,1835,0,0,14,84,2,9.0,5.3,42,7,48,2,26,354,7,6,,2020-2021,13
Jerami Grant,26,DET,SF,54,54,1829,0,0,32,68,0,-3.4,2.3,60,25,58,17,152,362,23,58,,2020-2021,22
Paul George,30,LAC,SF,54,54,1821,0,4,90,7,0,11.4,10.2,111,43,49,20,100,693,21,44,"AS,NBA3",2020-2021,20
Jordan Clarkson,28,UTA,SG,68,1,1818,24,75,1,0,0,7.9,-3.5,41,42,37,13,61,418,16,39,6MOY-1,2020-2021,4
Donte DiVincenzo,24,MIL,SG,66,66,1814,8,84,9,0,0,7.3,3.7,52,19,49,12,26,472,3,31,,2020-2021,17
Gary Trent Jr.,22,2TM,SG,58,38,1802,6,83,11,0,0,-1.9,-4.2,21,12,42,7,49,200,12,22,,2020-2021,9
Gary Trent Jr.,22,POR,SG,41,23,1262,3,88,9,0,0,-0.2,-3.4,14,9,29,5,36,149,10,14,,2020-2021,7
Gary Trent Jr.,22,TOR,SG,17,15,540,13,72,14,0,0,-5.8,-6.0,7,3,13,2,13,51,2,8,,2020-2021,2
Rui Hachimura,22,WAS,PF,57,57,1797,0,0,27,71,2,-2.7,-1.8,17,27,57,11,76,203,18,54,,2020-2021,5
T.J. McConnell,28,IND,PG,69,3,1796,55,45,0,0,0,2.1,4.5,84,31,41,2,18,1093,8,31,6MOY-11,2020-2021,22
Josh Richardson,27,DAL,SG,59,56,1790,0,80,19,0,0,0.0,-4.7,38,24,64,4,39,391,10,22,,2020-2021,15
Darius Garland,21,CLE,PG,54,50,1790,100,0,0,0,0,-6.5,3.9,98,29,47,10,46,747,10,36,,2020-2021,19
Richaun Holmes,27,SAC,C,61,61,1782,0,0,0,0,100,0.5,8.4,28,13,119,24,88,240,26,30,,2020-2021,5
Théo Maledon,19,OKC,PG,65,49,1778,99,1,0,0,0,-17.1,-12.8,76,33,54,6,61,560,14,19,,2020-2021,4
Kawhi Leonard,29,LAC,SF,52,52,1773,1,59,38,3,0,12.8,12.8,39,38,30,14,117,695,28,28,"MVP-13,AS,NBA1",2020-2021,4
Ricky Rubio,30,MIN,PG,68,51,1772,99,1,0,0,0,-5.2,0.5,84,17,37,4,51,1031,7,32,,2020-2021,19
Donovan Mitchell,24,UTA,PG,53,53,1771,59,41,0,0,0,8.0,-3.2,84,48,47,7,124,699,29,47,AS,2020-2021,10
Enes Freedom,28,POR,C,72,35,1758,0,0,0,2,98,4.0,4.1,20,26,113,21,79,213,24,68,6MOY-10,2020-2021,2
Jonas Valančiūnas,28,MEM,C,62,61,1755,0,0,0,0,100,3.5,4.4,32,30,107,26,102,255,21,56,,2020-2021,6
Delon Wright,28,2TM,PG,63,39,1748,67,32,2,0,0,-3.0,1.7,47,27,40,3,45,703,8,37,,2020-2021,17
Delon Wright,28,DET,PG,36,31,1052,78,22,0,0,0,-2.6,2.7,27,15,21,2,30,458,4,22,,2020-2021,9
Delon Wright,28,SAC,PG,27,8,696,49,46,4,0,0,-3.5,0.2,20,12,19,1,15,245,4,15,,2020-2021,8
Lonzo Ball,23,NOP,PG,55,55,1747,93,7,0,0,0,0.8,2.7,78,20,41,16,23,717,5,16,,2020-2021,6
Tyrese Haliburton,20,SAC,PG,58,20,1746,22,65,13,0,0,-4.8,-2.3,54,14,35,2,26,721,11,20,ROY-3,2020-2021,1
Jimmy Butler,31,MIA,SF,52,52,1745,0,0,70,30,0,5.4,10.7,67,22,30,15,182,893,38,42,"DPOY-10,NBA3",2020-2021,11
Will Barton,30,DEN,SF,56,52,1736,0,39,53,8,0,6.1,2.5,49,28,48,7,46,424,15,35,,2020-2021,7
Darius Bazley,20,OKC,PF,55,55,1714,0,4,24,68,4,-13.4,-5.1,52,47,34,10,89,245,17,53,,2020-2021,4
Jamal Murray,23,DEN,PG,48,48,1704,51,41,7,1,0,7.6,5.3,53,37,42,9,52,553,10,26,,2020-2021,19
Jalen Brunson,24,DAL,PG,68,12,1697,78,22,0,0,0,4.4,4.2,53,13,37,10,59,602,15,17,6MOY-4,2020-2021,34
Carmelo Anthony,36,POR,PF,69,3,1690,0,0,0,71,29,-1.4,-6.4,16,16,70,24,68,261,13,19,6MOY-7,2020-2021,5
Karl-Anthony Towns,25,MIN,C,50,50,1689,0,0,0,0,100,0.3,11.1,71,25,80,50,138,548,32,51,,2020-2021,14
Kelly Oubre Jr.,25,GSW,SF,55,50,1687,0,33,40,25,2,-5.3,-12.1,26,23,60,11,92,173,24,53,,2020-2021,23
Patty Mills,32,SAS,PG,68,1,1685,100,0,0,0,0,1.5,6.3,37,17,31,3,20,373,4,18,,2020-2021,23
Devonte' Graham,25,CHO,PG,55,44,1659,100,0,0,0,0,1.8,7.5,64,16,31,2,54,713,4,23,,2020-2021,12
Thaddeus Young,32,CHI,PF,68,23,1652,0,0,6,66,28,4.6,10.2,76,37,88,11,62,685,30,39,6MOY-14,2020-2021,25
Kendrick Nunn,25,MIA,PG,56,44,1650,100,0,0,0,0,0.1,0.2,47,19,66,7,23,344,6,35,,2020-2021,3
Jae Crowder,30,PHO,PF,60,42,1648,0,0,25,75,0,7.1,1.8,42,3,64,7,32,297,7,14,,2020-2021,18
Seth Curry,30,PHI,SG,57,57,1638,18,81,1,0,0,8.0,4.4,30,15,31,8,21,366,5,16,,2020-2021,8
Tyler Herro,21,MIA,SG,54,15,1635,28,61,12,0,0,-2.8,-5.3,64,22,42,7,48,451,15,36,,2020-2021,4
Doug McDermott,29,IND,PF,66,29,1619,0,0,23,70,8,-2.4,-4.5,25,13,54,8,51,201,18,49,,2020-2021,5
Ivica Zubac,23,LAC,C,72,33,1609,0,0,0,0,100,5.4,-2.1,22,11,119,27,76,219,9,47,,2020-2021,5
James Harden,31,2TM,PG,44,43,1609,27,45,29,0,0,3.1,0.7,109,48,50,13,119,1113,20,47,"MVP-13,AS",2020-2021,5
James Harden,31,HOU,PG,8,8,290,16,53,31,0,0,-5.7,2.6,20,10,7,1,18,193,3,11,,2020-2021,0
James Harden,31,BRK,PG,36,35,1319,29,43,28,0,0,5.1,0.2,89,38,43,12,101,920,17,36,,2020-2021,5
Steven Adams,27,NOP,C,58,58,1605,0,0,0,0,100,-0.2,0.8,25,27,46,19,53,256,6,20,,2020-2021,5
Kyle Lowry,34,TOR,PG,46,46,1601,92,8,0,0,0,-1.2,-0.8,81,21,50,15,62,816,13,25,,2020-2021,39
Daniel Theis,28,2TM,C,65,51,1601,0,0,0,20,80,-1.4,-1.9,29,12,90,19,48,257,12,26,,2020-2021,9
Daniel Theis,28,BOS,C,42,37,1027,0,0,0,0,100,1.9,1.4,18,7,65,13,25,162,5,14,,2020-2021,7
Daniel Theis,28,CHI,C,23,14,574,0,0,0,55,45,-7.3,-7.7,11,5,25,6,23,95,7,12,,2020-2021,2
CJ McCollum,29,POR,SG,47,47,1600,19,79,2,0,0,5.5,6.7,40,16,39,4,66,562,25,30,,2020-2021,5
Joel Embiid,26,PHI,C,51,51,1585,0,0,0,0,100,12.4,12.3,62,54,65,23,225,350,42,45,"MVP-2,DPOY-7,AS,NBA2",2020-2021,5
Marcus Smart,26,BOS,PG,48,45,1581,45,55,0,0,0,2.7,3.3,60,20,56,7,64,658,8,10,,2020-2021,31
Montrezl Harrell,27,LAL,C,69,1,1580,0,0,0,1,99,1.2,-2.5,24,29,72,13,134,174,42,42,6MOY-6,2020-2021,28
Pat Connaughton,28,MIL,SG,69,4,1575,1,36,60,3,0,7.0,2.6,20,6,63,4,15,195,2,16,,2020-2021,11
Josh Jackson,23,DET,SG,62,25,1560,0,66,34,1,0,-3.3,2.2,64,41,76,25,102,331,27,70,,2020-2021,20
Nerlens Noel,26,NYK,C,64,41,1547,0,0,0,0,100,0.7,-3.2,23,23,84,13,30,106,5,12,,2020-2021,12
Reggie Jackson,30,LAC,SG,67,43,1544,65,33,2,0,0,8.0,2.7,49,13,58,4,33,513,10,20,,2020-2021,10
Luguentz Dort,21,OKC,SG,52,52,1543,28,71,1,0,0,-7.7,5.6,31,23,50,17,78,218,17,48,,2020-2021,57
Khem Birch,28,2TM,C,67,22,1529,0,0,0,35,65,-3.3,3.6,14,15,66,10,66,225,10,30,,2020-2021,9
Khem Birch,28,ORL,C,48,5,952,0,0,0,53,47,-4.4,6.2,6,9,38,5,42,132,6,22,,2020-2021,7
Khem Birch,28,TOR,C,19,17,577,0,0,0,6,94,-1.4,-0.8,8,6,28,5,24,93,4,8,,2020-2021,2
Garrett Temple,34,CHI,SG,56,25,1528,27,71,2,0,0,1.6,4.4,32,12,62,3,21,292,9,12,,2020-2021,15
Lonnie Walker IV,22,SAS,SG,60,38,1522,3,79,17,0,0,-6.7,-8.9,35,13,61,6,37,239,14,27,,2020-2021,4
Desmond Bane,22,MEM,SG,68,17,1519,1,47,48,4,0,-0.3,-2.8,25,12,66,6,16,287,7,35,,2020-2021,3
